sample_name	sample_name_original	sample_type	collection_timestamp	country	depth_sample	description	elevation	emp500_principal_investigator	emp500_study_id	emp500_pi_study_id	emp500_title	empo_0	empo_1	empo_2	empo_3	empo_salinity	empo_v2_2	empo_v2_3a	empo_v2_3b	empo_v2_4a	empo_v2_4b	empo_4	env_biome	env_feature	env_material	env_package	geo_loc_name	host_subject_id	host_scientific_name	latitude	longitude	project_name	scientific_name
13114.berry.2.s003	Berry2.sediment.Do21	sediment	8/13/02 0:00	USA - Massachusetts	0.21	Freshwater sediment core slice from Doe Pond MA.  Aseptically collected subsample.	75.6	Berry	2	Berry2	Postglacial pond sediment profiles	EMP sample	Free-living	Non-saline	Sediment (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Sediment (non-saline)	Sediment (non-saline)	Sediment (non-saline)	Small lake biome	pond bed	lake sediment	sediment	United States of America:State of Massachusetts:Hampden County	Do21	not applicable	42.17566	-72.7	Biodiversity and Functional Patterns of Microbial Assemblages in Postglacial Pond Sediment Profiles	freshwater sediment metagenome
13114.berry.2.s004	Berry2.sediment.Do41	sediment	8/13/02 0:00	USA - Massachusetts	0.41	Freshwater sediment core slice from Doe Pond MA.  Aseptically collected subsample.	75.6	Berry	2	Berry2	Postglacial pond sediment profiles	EMP sample	Free-living	Non-saline	Sediment (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Sediment (non-saline)	Sediment (non-saline)	Sediment (non-saline)	Small lake biome	pond bed	lake sediment	sediment	United States of America:State of Massachusetts:Hampden County	Do41	not applicable	42.17566	-72.7	Biodiversity and Functional Patterns of Microbial Assemblages in Postglacial Pond Sediment Profiles	freshwater sediment metagenome
13114.berry.2.s005	Berry2.sediment.Do51	sediment	8/13/02 0:00	USA - Massachusetts	0.51	Freshwater sediment core slice from Doe Pond MA.  Aseptically collected subsample.	75.6	Berry	2	Berry2	Postglacial pond sediment profiles	EMP sample	Free-living	Non-saline	Sediment (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Sediment (non-saline)	Sediment (non-saline)	Sediment (non-saline)	Small lake biome	pond bed	lake sediment	sediment	United States of America:State of Massachusetts:Hampden County	Do51	not applicable	42.17566	-72.7	Biodiversity and Functional Patterns of Microbial Assemblages in Postglacial Pond Sediment Profiles	freshwater sediment metagenome
13114.berry.2.s006	Berry2.sediment.Do70	sediment	8/13/02 0:00	USA - Massachusetts	0.7	Freshwater sediment core slice from Doe Pond MA.  Aseptically collected subsample.	75.6	Berry	2	Berry2	Postglacial pond sediment profiles	EMP sample	Free-living	Non-saline	Sediment (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Sediment (non-saline)	Sediment (non-saline)	Sediment (non-saline)	Small lake biome	pond bed	lake sediment	sediment	United States of America:State of Massachusetts:Hampden County	Do70	not applicable	42.17566	-72.7	Biodiversity and Functional Patterns of Microbial Assemblages in Postglacial Pond Sediment Profiles	freshwater sediment metagenome
13114.berry.2.s007	Berry2.sediment.Pi5	sediment	8/21/02 0:00	USA - Massachusetts	0.05	Freshwater sediment core slice from Pickerel Pond MA.  Aseptically collected subsample.	69.8	Berry	2	Berry2	Postglacial pond sediment profiles	EMP sample	Free-living	Non-saline	Sediment (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Sediment (non-saline)	Sediment (non-saline)	Sediment (non-saline)	Small lake biome	pond bed	lake sediment	sediment	United States of America:State of Massachusetts:Town of Ludlow	Pi5	not applicable	42.30844	-71.3412	Biodiversity and Functional Patterns of Microbial Assemblages in Postglacial Pond Sediment Profiles	freshwater sediment metagenome
13114.berry.2.s008	Berry2.sediment.Pi11	sediment	8/21/02 0:00	USA - Massachusetts	0.11	Freshwater sediment core slice from Pickerel Pond MA.  Aseptically collected subsample.	69.8	Berry	2	Berry2	Postglacial pond sediment profiles	EMP sample	Free-living	Non-saline	Sediment (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Sediment (non-saline)	Sediment (non-saline)	Sediment (non-saline)	Small lake biome	pond bed	lake sediment	sediment	United States of America:State of Massachusetts:Town of Ludlow	Pi11	not applicable	42.30844	-71.3412	Biodiversity and Functional Patterns of Microbial Assemblages in Postglacial Pond Sediment Profiles	freshwater sediment metagenome
13114.berry.2.s009	Berry2.sediment.Pi31	sediment	8/21/02 0:00	USA - Massachusetts	0.31	Freshwater sediment core slice from Pickerel Pond MA.  Aseptically collected subsample.	69.8	Berry	2	Berry2	Postglacial pond sediment profiles	EMP sample	Free-living	Non-saline	Sediment (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Sediment (non-saline)	Sediment (non-saline)	Sediment (non-saline)	Small lake biome	pond bed	lake sediment	sediment	United States of America:State of Massachusetts:Town of Ludlow	Pi31	not applicable	42.30844	-71.3412	Biodiversity and Functional Patterns of Microbial Assemblages in Postglacial Pond Sediment Profiles	freshwater sediment metagenome
13114.berry.2.s010	Berry2.sediment.Pi61	sediment	8/21/02 0:00	USA - Massachusetts	0.61	Freshwater sediment core slice from Pickerel Pond MA.  Aseptically collected subsample.	69.8	Berry	2	Berry2	Postglacial pond sediment profiles	EMP sample	Free-living	Non-saline	Sediment (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Sediment (non-saline)	Sediment (non-saline)	Sediment (non-saline)	Small lake biome	pond bed	lake sediment	sediment	United States of America:State of Massachusetts:Town of Ludlow	Pi61	not applicable	42.30844	-71.3412	Biodiversity and Functional Patterns of Microbial Assemblages in Postglacial Pond Sediment Profiles	freshwater sediment metagenome
13114.berry.2.s011	Berry2.sediment.Pi71	sediment	8/21/02 0:00	USA - Massachusetts	0.71	Freshwater sediment core slice from Pickerel Pond MA.  Aseptically collected subsample.	69.8	Berry	2	Berry2	Postglacial pond sediment profiles	EMP sample	Free-living	Non-saline	Sediment (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Sediment (non-saline)	Sediment (non-saline)	Sediment (non-saline)	Small lake biome	pond bed	lake sediment	sediment	United States of America:State of Massachusetts:Town of Ludlow	Pi71	not applicable	42.30844	-71.3412	Biodiversity and Functional Patterns of Microbial Assemblages in Postglacial Pond Sediment Profiles	freshwater sediment metagenome
13114.berry.2.s012	Berry2.sediment.Pi101	sediment	8/21/02 0:00	USA - Massachusetts	1.01	Freshwater sediment core slice from Pickerel Pond MA.  Aseptically collected subsample.	69.8	Berry	2	Berry2	Postglacial pond sediment profiles	EMP sample	Free-living	Non-saline	Sediment (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Sediment (non-saline)	Sediment (non-saline)	Sediment (non-saline)	Small lake biome	pond bed	lake sediment	sediment	United States of America:State of Massachusetts:Town of Ludlow	Pi101	not applicable	42.30844	-71.3412	Biodiversity and Functional Patterns of Microbial Assemblages in Postglacial Pond Sediment Profiles	freshwater sediment metagenome
13114.berry.2.s013	Berry2.sediment.Un6	sediment	3/14/02 0:00	USA - Massachusetts	0.06	Freshwater sediment core slice from Uncas Pond MA.  Aseptically collected subsample.	92.7	Berry	2	Berry2	Postglacial pond sediment profiles	EMP sample	Free-living	Non-saline	Sediment (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Sediment (non-saline)	Sediment (non-saline)	Sediment (non-saline)	Small lake biome	pond bed	lake sediment	sediment	United States of America:State of Massachusetts:Norfolk County	Un6	not applicable	42.06	-71.37761	Biodiversity and Functional Patterns of Microbial Assemblages in Postglacial Pond Sediment Profiles	freshwater sediment metagenome
13114.berry.2.s014	Berry2.sediment.Un12	sediment	3/14/02 0:00	USA - Massachusetts	0.12	Freshwater sediment core slice, Uncas Pond, MA.  Aseptically collected subsample.	92.7	Berry	2	Berry2	Postglacial pond sediment profiles	EMP sample	Free-living	Non-saline	Sediment (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Sediment (non-saline)	Sediment (non-saline)	Sediment (non-saline)	Small lake biome	pond bed	lake sediment	sediment	United States of America:State of Massachusetts:Norfolk County	Un12	not applicable	42.06	-71.37761	Biodiversity and Functional Patterns of Microbial Assemblages in Postglacial Pond Sediment Profiles	freshwater sediment metagenome
13114.berry.2.s015	Berry2.sediment.Un26	sediment	3/14/02 0:00	USA - Massachusetts	0.26	Freshwater sediment core slice, Uncas Pond, MA.  Aseptically collected subsample.	92.7	Berry	2	Berry2	Postglacial pond sediment profiles	EMP sample	Free-living	Non-saline	Sediment (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Sediment (non-saline)	Sediment (non-saline)	Sediment (non-saline)	Small lake biome	pond bed	lake sediment	sediment	United States of America:State of Massachusetts:Norfolk County	Un26	not applicable	42.06	-71.37761	Biodiversity and Functional Patterns of Microbial Assemblages in Postglacial Pond Sediment Profiles	freshwater sediment metagenome
13114.berry.2.s016	Berry2.sediment.Un42	sediment	3/14/02 0:00	USA - Massachusetts	0.42	Freshwater sediment core slice, Uncas Pond, MA.  Aseptically collected subsample.	92.7	Berry	2	Berry2	Postglacial pond sediment profiles	EMP sample	Free-living	Non-saline	Sediment (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Sediment (non-saline)	Sediment (non-saline)	Sediment (non-saline)	Small lake biome	pond bed	lake sediment	sediment	United States of America:State of Massachusetts:Norfolk County	Un42	not applicable	42.06	-71.37761	Biodiversity and Functional Patterns of Microbial Assemblages in Postglacial Pond Sediment Profiles	freshwater sediment metagenome
13114.berry.2.s017	Berry2.sediment.Un51	sediment	3/14/02 0:00	USA - Massachusetts	0.51	Freshwater sediment core slice, Uncas Pond, MA.  Aseptically collected subsample.	92.7	Berry	2	Berry2	Postglacial pond sediment profiles	EMP sample	Free-living	Non-saline	Sediment (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Sediment (non-saline)	Sediment (non-saline)	Sediment (non-saline)	Small lake biome	pond bed	lake sediment	sediment	United States of America:State of Massachusetts:Norfolk County	Un51	not applicable	42.06	-71.37761	Biodiversity and Functional Patterns of Microbial Assemblages in Postglacial Pond Sediment Profiles	freshwater sediment metagenome
13114.berry.2.s018	Berry2.sediment.Un71	sediment	3/14/02 0:00	USA - Massachusetts	0.71	Freshwater sediment core slice, Uncas Pond, MA.  Aseptically collected subsample.	92.7	Berry	2	Berry2	Postglacial pond sediment profiles	EMP sample	Free-living	Non-saline	Sediment (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Sediment (non-saline)	Sediment (non-saline)	Sediment (non-saline)	Small lake biome	pond bed	lake sediment	sediment	United States of America:State of Massachusetts:Norfolk County	Un71	not applicable	42.06	-71.37761	Biodiversity and Functional Patterns of Microbial Assemblages in Postglacial Pond Sediment Profiles	freshwater sediment metagenome
13114.berry.2.s019	Berry2.sediment.Un96	sediment	3/14/02 0:00	USA - Massachusetts	0.96	Freshwater sediment core slice, Uncas Pond, MA.  Aseptically collected subsample.	92.7	Berry	2	Berry2	Postglacial pond sediment profiles	EMP sample	Free-living	Non-saline	Sediment (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Sediment (non-saline)	Sediment (non-saline)	Sediment (non-saline)	Small lake biome	pond bed	lake sediment	sediment	United States of America:State of Massachusetts:Norfolk County	Un96	not applicable	42.06	-71.37761	Biodiversity and Functional Patterns of Microbial Assemblages in Postglacial Pond Sediment Profiles	freshwater sediment metagenome
13114.berry.2.s020	Berry2.sediment.Un109	sediment	3/14/02 0:00	USA - Massachusetts	1.09	Freshwater sediment core slice, Uncas Pond, MA.  Aseptically collected subsample.	92.7	Berry	2	Berry2	Postglacial pond sediment profiles	EMP sample	Free-living	Non-saline	Sediment (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Sediment (non-saline)	Sediment (non-saline)	Sediment (non-saline)	Small lake biome	pond bed	lake sediment	sediment	United States of America:State of Massachusetts:Norfolk County	Un109	not applicable	42.06	-71.37761	Biodiversity and Functional Patterns of Microbial Assemblages in Postglacial Pond Sediment Profiles	freshwater sediment metagenome
13114.bittleston.68.s001	Bittleston68.Cfoll1	pitcher plant fluid	1/15/16 11:00	Australia	not applicable	pitcher plant fluid	29	Bittleston	68	Bittleston68	Pitcher plant fluids	EMP sample	Host-associated	Plant	Plant surface	Non-saline	Host-associated (non-saline)	Plant (non-saline)	Plant (non-saline)	Plant surface (non-saline)	Plant surface (non-saline)	Plant surface (non-saline)	temperate shrubland	wetland	organic material	plant-associated	Two Peoples Bay Nature Reserve	Cephalotus follicularis Cf04	not applicable	-34.950556	118.100833	Pitcher plant fluids from convergently evolved pitcher plants	plant metagenome
13114.bittleston.68.s002	Bittleston68.Cfoll2	pitcher plant fluid	1/16/16 11:30	Australia	not applicable	pitcher plant fluid	29	Bittleston	68	Bittleston68	Pitcher plant fluids	EMP sample	Host-associated	Plant	Plant surface	Non-saline	Host-associated (non-saline)	Plant (non-saline)	Plant (non-saline)	Plant surface (non-saline)	Plant surface (non-saline)	Plant surface (non-saline)	temperate shrubland	wetland	organic material	plant-associated	Two Peoples Bay Nature Reserve	Cephalotus follicularis Cf09	not applicable	-34.950556	118.100833	Pitcher plant fluids from convergently evolved pitcher plants	plant metagenome
13114.bittleston.68.s003	Bittleston68.Cfoll3	pitcher plant fluid	1/17/16 11:50	Australia	not applicable	pitcher plant fluid	29	Bittleston	68	Bittleston68	Pitcher plant fluids	EMP sample	Host-associated	Plant	Plant surface	Non-saline	Host-associated (non-saline)	Plant (non-saline)	Plant (non-saline)	Plant surface (non-saline)	Plant surface (non-saline)	Plant surface (non-saline)	temperate shrubland	wetland	organic material	plant-associated	Two Peoples Bay Nature Reserve	Cephalotus follicularis Cf11	not applicable	-34.950556	118.100833	Pitcher plant fluids from convergently evolved pitcher plants	plant metagenome
13114.bittleston.68.s004	Bittleston68.Namp1	pitcher plant fluid	03/06/2013 11:00	Singapore	not applicable	pitcher plant fluid	56	Bittleston	68	Bittleston68	Pitcher plant fluids	EMP sample	Host-associated	Plant	Plant surface	Non-saline	Host-associated (non-saline)	Plant (non-saline)	Plant (non-saline)	Plant surface (non-saline)	Plant surface (non-saline)	Plant surface (non-saline)	tropical moist broadleaf forest	forest	organic material	plant-associated	Bukit Timah Nature Reserve	Nepenthes ampullaria Ne48	not applicable	1.352028	103.781694	Pitcher plant fluids from convergently evolved pitcher plants	plant metagenome
13114.bittleston.68.s005	Bittleston68.Namp2	pitcher plant fluid	03/06/2013 11:20	Singapore	not applicable	pitcher plant fluid	56	Bittleston	68	Bittleston68	Pitcher plant fluids	EMP sample	Host-associated	Plant	Plant surface	Non-saline	Host-associated (non-saline)	Plant (non-saline)	Plant (non-saline)	Plant surface (non-saline)	Plant surface (non-saline)	Plant surface (non-saline)	tropical moist broadleaf forest	forest	organic material	plant-associated	Bukit Timah Nature Reserve	Nepenthes ampullaria Ne51	not applicable	1.352028	103.781694	Pitcher plant fluids from convergently evolved pitcher plants	plant metagenome
13114.bittleston.68.s006	Bittleston68.Namp3	pitcher plant fluid	03/06/2013 11:30	Singapore	not applicable	pitcher plant fluid	56	Bittleston	68	Bittleston68	Pitcher plant fluids	EMP sample	Host-associated	Plant	Plant surface	Non-saline	Host-associated (non-saline)	Plant (non-saline)	Plant (non-saline)	Plant surface (non-saline)	Plant surface (non-saline)	Plant surface (non-saline)	tropical moist broadleaf forest	forest	organic material	plant-associated	Bukit Timah Nature Reserve	Nepenthes ampullaria Ne55	not applicable	1.352028	103.781694	Pitcher plant fluids from convergently evolved pitcher plants	plant metagenome
13114.bittleston.68.s007	Bittleston68.Nsteno1	pitcher plant fluid	1/16/13 10:00	Malaysia	not applicable	pitcher plant fluid	1050	Bittleston	68	Bittleston68	Pitcher plant fluids	EMP sample	Host-associated	Plant	Plant surface	Non-saline	Host-associated (non-saline)	Plant (non-saline)	Plant (non-saline)	Plant surface (non-saline)	Plant surface (non-saline)	Plant surface (non-saline)	tropical moist broadleaf forest	forest	pitcher plant fluid	plant-associated	Maliau Basin Conservation Area	Nepenthes stenophylla MB39	not applicable	4.732528	116.884444	Pitcher plant fluids from convergently evolved pitcher plants	plant metagenome
13114.bittleston.68.s008	Bittleston68.Nsteno2	pitcher plant fluid	1/16/13 10:20	Malaysia	not applicable	pitcher plant fluid	1050	Bittleston	68	Bittleston68	Pitcher plant fluids	EMP sample	Host-associated	Plant	Plant surface	Non-saline	Host-associated (non-saline)	Plant (non-saline)	Plant (non-saline)	Plant surface (non-saline)	Plant surface (non-saline)	Plant surface (non-saline)	tropical moist broadleaf forest	forest	pitcher plant fluid	plant-associated	Maliau Basin Conservation Area	Nepenthes stenophylla MB48	not applicable	4.732528	116.884444	Pitcher plant fluids from convergently evolved pitcher plants	plant metagenome
13114.bittleston.68.s009	Bittleston68.Nsteno3	pitcher plant fluid	1/16/13 10:40	Malaysia	not applicable	pitcher plant fluid	1050	Bittleston	68	Bittleston68	Pitcher plant fluids	EMP sample	Host-associated	Plant	Plant surface	Non-saline	Host-associated (non-saline)	Plant (non-saline)	Plant (non-saline)	Plant surface (non-saline)	Plant surface (non-saline)	Plant surface (non-saline)	tropical moist broadleaf forest	forest	pitcher plant fluid	plant-associated	Maliau Basin Conservation Area	Nepenthes stenophylla MB58	not applicable	4.732528	116.884444	Pitcher plant fluids from convergently evolved pitcher plants	plant metagenome
13114.bittleston.68.s010	Bittleston68.Sleuco1	pitcher plant fluid	06/12/2014 11:30	USA - Alaska	not applicable	pitcher plant fluid	66	Bittleston	68	Bittleston68	Pitcher plant fluids	EMP sample	Host-associated	Plant	Plant surface	Non-saline	Host-associated (non-saline)	Plant (non-saline)	Plant (non-saline)	Plant surface (non-saline)	Plant surface (non-saline)	Plant surface (non-saline)	flooded savanna	wetland	organic material	plant-associated	Baldwin County, AL	Sarracenia leucophylla Sl15	not applicable	31.023528	-87.685278	Pitcher plant fluids from convergently evolved pitcher plants	plant metagenome
13114.bittleston.68.s011	Bittleston68.Sleuco2	pitcher plant fluid	6/15/14 11:30	USA - Florida	not applicable	pitcher plant fluid	37	Bittleston	68	Bittleston68	Pitcher plant fluids	EMP sample	Host-associated	Plant	Plant surface	Non-saline	Host-associated (non-saline)	Plant (non-saline)	Plant (non-saline)	Plant surface (non-saline)	Plant surface (non-saline)	Plant surface (non-saline)	freshwater biome	wetland	organic material	plant-associated	Eglin Air Force Base	Sarracenia leucophylla Sl31	not applicable	30.666667	-86.65	Pitcher plant fluids from convergently evolved pitcher plants	plant metagenome
13114.bittleston.68.s012	Bittleston68.Sleuco3	pitcher plant fluid	6/16/14 15:00	USA - Alaska	not applicable	pitcher plant fluid	6	Bittleston	68	Bittleston68	Pitcher plant fluids	EMP sample	Host-associated	Plant	Plant surface	Non-saline	Host-associated (non-saline)	Plant (non-saline)	Plant (non-saline)	Plant surface (non-saline)	Plant surface (non-saline)	Plant surface (non-saline)	freshwater biome	wetland	organic material	plant-associated	Weeks Bay	Sarracenia leucophylla Sl41	not applicable	30.415833	-87.818611	Pitcher plant fluids from convergently evolved pitcher plants	plant metagenome
13114.bittleston.68.s013	Bittleston68.Spurp.1	pitcher plant fluid	7/30/14 12:00	USA - Massachusetts	not applicable	pitcher plant fluid	229	Bittleston	68	Bittleston68	Pitcher plant fluids	EMP sample	Host-associated	Plant	Plant surface	Non-saline	Host-associated (non-saline)	Plant (non-saline)	Plant (non-saline)	Plant surface (non-saline)	Plant surface (non-saline)	Plant surface (non-saline)	temperate shrubland	wetland	pitcher plant fluid	plant-associated	Harvard Forest	Sarracenia purpurea Sp07	not applicable	42.510139	-72.212583	Pitcher plant fluids from convergently evolved pitcher plants	plant metagenome
13114.bittleston.68.s014	Bittleston68.Spurp.2	pitcher plant fluid	7/30/14 12:30	USA - Massachusetts	not applicable	pitcher plant fluid	229	Bittleston	68	Bittleston68	Pitcher plant fluids	EMP sample	Host-associated	Plant	Plant surface	Non-saline	Host-associated (non-saline)	Plant (non-saline)	Plant (non-saline)	Plant surface (non-saline)	Plant surface (non-saline)	Plant surface (non-saline)	temperate shrubland	wetland	pitcher plant fluid	plant-associated	Harvard Forest	Sarracenia purpurea Sp12	not applicable	42.510139	-72.212583	Pitcher plant fluids from convergently evolved pitcher plants	plant metagenome
